iter	Logloss
669	0.02363211267
670	0.02359646588
671	0.02353907588
672	0.02352900464
673	0.02351242229
674	0.02346392559
675	0.02342970881
676	0.02339805073
677	0.02335660878
678	0.02331505837
679	0.02329111539
680	0.02327230685
681	0.02322469458
682	0.02320464774
683	0.02318302364
684	0.02308936402
685	0.02301117314
686	0.02300064615
687	0.02298437608
688	0.0229607471
689	0.0228820909
690	0.02285269417
691	0.02284434178
692	0.02282738919
693	0.02278347825
694	0.02272500254
695	0.02268500796
696	0.02266745107
697	0.02262203449
698	0.02258906306
699	0.02255446492
700	0.02250625385
701	0.02247118669
702	0.02245689479
703	0.02239524753
704	0.02232375134
705	0.02226069162
706	0.02224016608
707	0.02222160949
708	0.02220601368
709	0.02217816376
710	0.02214421127
711	0.02205502313
712	0.02198234793
713	0.02197784972
714	0.02194616945
715	0.02192560665
716	0.02190616241
717	0.02187526529
718	0.02185853824
719	0.02184482462
720	0.02180779953
721	0.02178366392
722	0.02175524506
723	0.02173897797
724	0.02171938953
725	0.02169124194
726	0.02167681148
727	0.02160488424
728	0.02158876102
729	0.02157937803
730	0.02154621777
731	0.02148155181
732	0.02145606747
733	0.0214117097
734	0.02139674631
735	0.02133177489
736	0.02132295171
737	0.0213074143
738	0.0212924559
739	0.02124473497
740	0.02117502417
741	0.02110353353
742	0.02108679624
743	0.02106081906
744	0.02102634047
745	0.02100676888
746	0.02099051993
747	0.02098292685
748	0.0208974418
749	0.02083650157
750	0.02079320434
751	0.02078012855
752	0.02076668315
753	0.02072332968
754	0.02071641787
755	0.02064119307
756	0.02057858773
757	0.02049186557
758	0.02046134548
759	0.02042786569
760	0.02041359206
761	0.02038938999
762	0.0203290106
763	0.02026025958
764	0.02024914396
765	0.02021826536
766	0.02017021112
767	0.020155132
768	0.02014310052
769	0.02013185271
770	0.02009068517
771	0.02005462624
772	0.01999167579
773	0.01995726148
774	0.01992555683
775	0.01991187931
776	0.01989638527
777	0.01988527572
778	0.0198063174
779	0.01976268398
780	0.01971174285
781	0.01970022598
782	0.01967885435
783	0.01967065815
784	0.01965923694
785	0.01963869198
786	0.01959594221
787	0.0195668694
788	0.01955454989
789	0.0195019092
790	0.01941612283
791	0.01940265087
792	0.01933172969
793	0.0193219243
794	0.01930659959
795	0.01929195859
796	0.01923263649
797	0.01921793544
798	0.01915134207
799	0.01913905766
800	0.01911065493
801	0.01905323527
802	0.01900921082
803	0.01899935383
804	0.01892797261
805	0.01887344854
806	0.01886214577
807	0.01884722158
808	0.01881823939
809	0.01880784146
810	0.01879404301
811	0.01876152606
812	0.01874985156
813	0.01872553862
814	0.01869662947
815	0.01867144889
816	0.01864252618
817	0.01861872771
818	0.01858605768
819	0.01851018243
820	0.01849434609
821	0.0184630306
822	0.01845346574
823	0.01843101377
824	0.01840755714
825	0.01835294297
826	0.01833675219
827	0.01832285534
828	0.0182635738
829	0.01821309503
830	0.01820166901
831	0.01816865583
832	0.0181618133
833	0.01815317252
834	0.01808831942
835	0.01807652874
836	0.01806917751
837	0.01804971274
838	0.01804623311
839	0.01801127005
840	0.01800097968
841	0.01799221973
842	0.01795839791
843	0.01794175874
844	0.0178845536
845	0.01783276568
846	0.01782158168
847	0.01776976853
848	0.01771783781
849	0.01770927801
850	0.01768923609
851	0.01766843699
852	0.0176587886
853	0.01763968777
854	0.01761331048
855	0.01760411033
856	0.01754613283
857	0.01751874837
858	0.01750648005
859	0.01749807097
860	0.0174709061
861	0.01745876452
862	0.01741632432
863	0.01739504465
864	0.01736590558
865	0.01731929243
866	0.01730186445
867	0.01729322751
868	0.0172449164
869	0.01722880129
870	0.01719445704
871	0.01713916064
872	0.01711939357
873	0.01711250231
874	0.01708849454
875	0.01708224155
876	0.01706165751
877	0.0170428438
878	0.01703479054
879	0.01701598038
880	0.0170103034
881	0.01700285724
882	0.01699423356
883	0.01692849882
884	0.01692128337
885	0.01691040127
886	0.01684605167
887	0.01679228817
888	0.01676452647
889	0.01675721648
890	0.01670815799
891	0.01667422683
892	0.01662944698
893	0.01661701407
894	0.01655587594
895	0.01653509538
896	0.01649234617
897	0.01645947239
898	0.01639202725
899	0.01636028731
900	0.01635306477
901	0.01629361387
902	0.0162820007
903	0.01625752223
904	0.0162456865
905	0.01623462616
906	0.01622752641
907	0.01620105523
908	0.01619383082
909	0.01616352754
910	0.01615703753
911	0.01613638658
912	0.01612892422
913	0.01608787133
914	0.01604206518
915	0.01603520354
916	0.01598843083
917	0.01598250799
918	0.01596842712
919	0.01596216461
920	0.01595075016
921	0.0159061828
922	0.01587628597
923	0.01582678531
924	0.01582027178
925	0.0158093936
926	0.01580272956
927	0.015775707
928	0.01576864764
929	0.01572173467
930	0.01571606104
931	0.01570885663
932	0.01566881274
933	0.01562088516
934	0.01557649009
935	0.01557061282
936	0.01554816394
937	0.01554280845
938	0.01549677003
939	0.01548795469
940	0.01547710805
941	0.01545640463
942	0.01541255442
943	0.01540729073
944	0.01540200876
945	0.01537976236
946	0.01537290211
947	0.01536756917
948	0.01535436904
949	0.01531124807
950	0.01530354632
951	0.01526687035
952	0.01523905394
953	0.01522040493
954	0.01520122091
955	0.01519611903
956	0.01515003147
957	0.01510743984
958	0.01510111893
959	0.01507926709
960	0.01507457799
961	0.01506035251
962	0.01499810589
963	0.01499180163
964	0.01497518298
965	0.01495670587
966	0.01492930598
967	0.01492215312
968	0.01491636238
969	0.01487188572
970	0.01485123017
971	0.01484622581
972	0.01484126785
973	0.0148171651
974	0.01479958577
975	0.01478051956
976	0.01476314355
977	0.01472855175
978	0.01471087225
979	0.01470380547
980	0.0146740163
981	0.01466477028
982	0.01464394163
983	0.01460121389
984	0.01459572698
985	0.01458013744
986	0.01457492455
987	0.01453560768
988	0.01453064531
989	0.01452583884
990	0.01452050478
991	0.01450506039
992	0.01446236397
993	0.01444157791
994	0.01443148717
995	0.01440337843
996	0.01436532309
997	0.01434304493
998	0.01433360385
999	0.01431788882
